Identifier;DimensionGroupId;DimensionId;Index;Title;Description
WP3489;24;Woonplaatsen;2482;Zundert;
WP2327;24;Woonplaatsen;2483;Zurich;
WP1395;24;Woonplaatsen;2484;Zutphen;
WP3431;24;Woonplaatsen;2485;Zuurdijk;
WP2463;24;Woonplaatsen;2486;Zwaag;
WP1107;24;Woonplaatsen;2487;Zwaagdijk-Oost;
WP3159;24;Woonplaatsen;2488;Zwaagdijk-West;
WP1611;24;Woonplaatsen;2489;Zwaanshoek;
WP1081;24;Woonplaatsen;2490;Zwammerdam;
WP1614;24;Woonplaatsen;2491;Zwanenburg;
WP3600;24;Woonplaatsen;2492;Zwartebroek;
WP2002;24;Woonplaatsen;2493;Zwartemeer;
WP2370;24;Woonplaatsen;2494;Zwartewaal;
WP2201;24;Woonplaatsen;2495;Zwartsluis;
WP2168;24;Woonplaatsen;2496;Zweeloo;
WP1367;24;Woonplaatsen;2497;Zweins;
WP3029;24;Woonplaatsen;2498;Zwiggelte;
WP2399;24;Woonplaatsen;2499;Zwijndrecht;
WP2169;24;Woonplaatsen;2500;Zwinderen;
WP1182;24;Woonplaatsen;2501;Zwolle;
